partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,sexo,regiao
PSB,57,55,331241.67,5811.26,7121.27,169025.0,92595.4,22500.0,40000.0,405,383,324825.92,802.04,MASCULINO,SSE
PSB,44,40,274785.27,6245.12,5421.27,9000.0,206125.0,54239.0,0.0,496,446,248608.57,501.23,MASCULINO,SSE
PC do B,34,30,243880.8,7172.96,28830.8,41850.0,173200.0,0.0,0.0,86,73,210076.33,2442.75,MASCULINO,SSE
PTC,19,18,14378.36,756.76,6210.86,887.5,4780.0,0.0,2500.0,19,17,13840.86,728.47,MASCULINO,SSE
PT,135,131,1186313.66,8787.51,15007.93,141780.78,874970.0,23357.35,131197.6,680,565,1096255.8,1612.14,MASCULINO,SSE
PT,191,190,726530.14,3803.82,41108.01,124448.13,559575.2,800.0,598.8,531,321,610527.25,1149.77,MASCULINO,SSE
PT,87,80,742661.55,8536.34,140144.09,66786.66,169499.0,65633.0,300598.8,212,163,699884.89,3301.34,MASCULINO,SSE
PT,88,87,1412434.91,16050.4,106640.85,61074.26,1083522.2,10000.0,151197.6,449,342,1352086.52,3011.33,MASCULINO,SSE
PT,321,314,2337186.38,7280.95,5215.46,80935.0,2249715.09,123.23,1197.6,2998,2661,2145770.57,715.73,MASCULINO,SSE
PT,239,233,1271206.91,5318.86,15194.96,83213.45,441125.0,475.9,731197.6,752,538,1302308.6,1731.79,MASCULINO,SSE
PT,320,282,2065312.86,6454.1,53925.0,597487.8,881014.3,20000.0,512885.76,1984,1325,1788815.89,901.62,MASCULINO,SSE
PT,141,135,898240.61,6370.5,12869.96,51348.02,543551.46,104273.57,186197.6,561,525,861309.35,1535.31,MASCULINO,SSE
PT,307,296,420331.46,1369.16,5713.96,61245.0,191683.4,69500.0,92189.1,552,309,409540.35,741.92,MASCULINO,SSE
PT,68,61,409127.56,6016.58,5317.96,46312.0,326300.0,30000.0,1197.6,185,140,431036.98,2329.93,MASCULINO,SSE
PT,193,188,679823.28,3522.4,43960.48,218264.0,410500.0,6500.0,598.8,350,283,642848.57,1836.71,MASCULINO,SSE
PT,418,385,957637.98,2291.0,8301.8,168012.58,779426.0,700.0,1197.6,1070,892,1177205.42,1100.19,FEMININO,SSE
PT,59,57,563236.88,9546.39,17662.96,40100.0,500877.27,3399.05,1197.6,558,350,467258.08,837.38,MASCULINO,SSE
PT,444,423,1388061.64,3126.26,21269.96,134630.6,1115022.69,711.99,116426.4,1487,1255,1394846.34,938.03,MASCULINO,SSE
PC do B,87,80,1453544.4,16707.41,114356.75,53441.4,1274346.25,1400.0,10000.0,1421,1169,654802.29,460.8,MASCULINO,SSE
PP,36,36,819808.2,22772.45,9640.0,14500.0,788368.2,7300.0,0.0,197,178,626100.08,3178.17,MASCULINO,SSE
PP,34,32,219223.79,6447.76,9955.6,7000.0,27776.22,92491.97,82000.0,93,68,195776.03,2105.12,FEMININO,SSE
PP,24,22,783602.04,32650.08,4205.0,3041.2,630040.64,91000.0,55315.2,961,743,705905.93,734.55,MASCULINO,SSE
PP,53,52,199273.42,3759.88,15259.2,23046.25,145667.97,15300.0,0.0,115,92,184839.44,1607.3,MASCULINO,SSE
PP,33,27,674736.92,20446.57,14270.4,0.0,598466.52,0.0,62000.0,733,679,651936.91,889.41,MASCULINO,SSE
PSDB,110,104,1574334.78,14312.13,106236.13,58220.0,1405082.91,4795.74,0.0,843,777,1502641.67,1782.49,MASCULINO,SSE
PSDB,207,203,1174702.19,5674.89,15579.66,71721.99,810723.54,8000.0,268677.0,1219,961,1245879.97,1022.05,MASCULINO,SSE
PSC,36,35,430291.92,11952.55,269179.61,58450.0,7526.8,95135.51,0.0,54,48,381881.55,7071.88,FEMININO,NNE
PMDB,15,13,342700.0,22846.67,0.0,6100.0,66200.0,10900.0,259500.0,83,59,232677.64,2803.35,MASCULINO,NNE
PSDB,24,24,327662.2,13652.59,0.0,17400.0,36562.2,173700.0,100000.0,118,111,310445.4,2630.89,MASCULINO,NNE
PP,86,82,2373076.18,27593.91,0.0,182200.0,2068711.51,30164.67,92000.0,611,433,1695071.01,2774.26,MASCULINO,NNE
PV,65,60,244535.84,3762.09,39418.84,146750.0,0.0,33367.0,25000.0,208,199,235384.04,1131.65,MASCULINO,NNE
PC do B,54,53,413048.2,7649.04,191631.2,19569.96,21956.4,22890.64,157000.0,342,311,383568.2,1121.54,FEMININO,NNE
PT,105,98,525793.22,5007.55,53414.2,112850.0,174848.8,19680.22,165000.0,376,284,470926.62,1252.46,MASCULINO,NNE
PT,129,121,505191.2,3916.21,53371.2,151760.0,211360.0,48700.0,40000.0,162,150,441113.24,2722.92,MASCULINO,NNE
PTB,45,45,913021.25,20289.36,103906.25,64500.0,744615.0,0.0,0.0,368,291,825041.61,2241.96,FEMININO,NNE
PTB,41,21,982899.25,23973.15,3906.25,425600.0,223300.0,330093.0,0.0,777,658,877263.63,1129.04,MASCULINO,NNE
PMDB,17,14,595944.07,35055.53,165944.07,125000.0,0.0,30000.0,275000.0,60,58,554536.84,9242.28,MASCULINO,NNE
PMDB,17,17,600045.88,35296.82,189916.1,4900.0,340500.0,54729.78,10000.0,48,44,592852.68,12351.1,MASCULINO,NNE
PR,18,15,693516.1,38528.67,5916.1,21500.0,70100.0,55000.0,541000.0,504,320,520312.28,1032.37,MASCULINO,NNE
PP,11,10,489576.06,44506.91,412576.06,0.0,0.0,7000.0,70000.0,129,128,488022.04,3783.12,MASCULINO,NNE
PSB,19,17,631302.24,33226.43,212472.26,2030.0,327799.98,21000.0,68000.0,634,625,630053.48,993.78,MASCULINO,NNE
PSDB,30,27,1149038.48,38301.28,238560.0,76000.0,778000.0,31478.48,25000.0,515,343,1022864.48,1986.14,MASCULINO,NNE
PT do B,26,26,141828.75,5454.95,20358.75,76470.0,15000.0,30000.0,0.0,64,50,120300.72,1879.7,FEMININO,NNE
PSB,24,23,153800.0,6408.33,3000.0,26000.0,0.0,6800.0,118000.0,53,48,128856.08,2431.25,FEMININO,NNE
PT,28,28,127373.0,4549.04,0.0,89200.0,27000.0,11173.0,0.0,33,32,124364.36,3768.62,FEMININO,NNE
DEM,10,10,150000.0,15000.0,0.0,60000.0,90000.0,0.0,0.0,19,19,150000.0,7894.74,MASCULINO,NNE
PC do B,42,38,591624.0,14086.29,1740.0,306709.0,31875.0,1300.0,250000.0,65,64,588831.11,9058.94,MASCULINO,NNE
PDT,57,54,226690.0,3977.02,2090.0,33500.0,21100.0,20000.0,150000.0,113,108,214741.35,1900.37,MASCULINO,NNE
PMDB,36,31,386568.17,10738.0,82540.8,9557.0,5575.41,88894.96,200000.0,131,118,351733.05,2684.99,FEMININO,NNE
PSDB,19,18,126908.89,6679.42,52184.64,72524.25,2200.0,0.0,0.0,41,38,126860.89,3094.17,MASCULINO,NNE
PRTB,6,6,108450.0,18075.0,0.0,4500.0,88000.0,15950.0,0.0,19,17,104449.65,5497.35,MASCULINO,NNE
PT,55,54,321540.04,5846.18,84000.0,107180.0,62700.0,1160.04,66500.0,233,197,295084.2,1266.46,MASCULINO,NNE
PR,63,62,603259.24,9575.54,120000.0,99729.24,382000.0,1530.0,0.0,614,600,652797.54,1063.19,MASCULINO,NNE
PMDB,25,18,388900.0,15556.0,0.0,41900.0,20000.0,50000.0,277000.0,158,150,378526.35,2395.74,MASCULINO,NNE
PP,32,31,315140.0,9848.12,1000.0,126150.0,174190.0,6000.0,7800.0,209,193,305909.92,1463.68,MASCULINO,NNE
DEM,409,406,1957497.92,4786.06,199900.0,210865.0,989532.92,0.0,557200.0,690,611,1724855.98,2499.79,MASCULINO,NNE
PTB,44,35,842731.5,19152.99,50000.0,15660.0,580500.0,100000.0,96571.5,106,99,820420.5,7739.82,MASCULINO,NNE
PP,14,11,1337500.0,95535.71,0.0,0.0,1240000.0,0.0,97500.0,199,175,1268783.3,6375.8,FEMININO,NNE
PSC,17,15,317950.45,18702.97,0.0,8690.42,0.0,6160.03,303100.0,37,34,314949.75,8512.16,MASCULINO,NNE
DEM,46,42,2918881.86,63453.95,450000.0,20000.0,2131381.86,0.0,317500.0,379,346,2787779.19,7355.62,MASCULINO,NNE
DEM,26,24,786300.0,30242.31,1300.0,50000.0,315000.0,20000.0,400000.0,117,106,726944.65,6213.2,MASCULINO,NNE
DEM,20,17,820793.5,41039.68,1300.0,2000.0,317493.5,0.0,500000.0,133,114,803961.14,6044.82,MASCULINO,NNE
DEM,27,27,589597.6,21836.95,13150.0,52500.0,253497.6,270450.0,0.0,75,66,563575.92,7514.35,MASCULINO,NNE
DEM,20,17,453999.72,22699.99,1300.0,5600.0,202195.45,244904.27,0.0,325,307,441182.32,1357.48,MASCULINO,NNE
DEM,13,13,392400.0,30184.62,60000.0,2400.0,89000.0,241000.0,0.0,223,184,369313.9,1656.12,MASCULINO,NNE
PSDB,9,7,583982.88,64886.99,0.0,0.0,242482.88,2000.0,339500.0,36,34,580094.88,16113.75,MASCULINO,NNE
PSDB,34,30,2393420.0,70394.71,31920.0,10000.0,2125000.0,0.0,226500.0,174,146,1702058.88,9781.95,MASCULINO,NNE
PTB,17,15,912835.2,53696.19,513335.2,88000.0,231500.0,80000.0,0.0,107,92,840678.87,7856.81,MASCULINO,NNE
PMDB,30,26,601198.53,20039.95,183200.14,68050.0,339948.39,10000.0,0.0,118,98,500910.95,4245.01,MASCULINO,NNE
PSC,46,45,245703.04,5341.37,31001.54,42831.5,8670.0,13200.0,150000.0,92,91,245681.0,2670.45,MASCULINO,NNE
PR,13,13,356684.0,27437.23,165000.0,0.0,135000.0,56684.0,0.0,48,44,334591.43,6970.65,MASCULINO,NNE
PR,16,16,884971.62,55310.73,16002.24,0.0,245482.88,97500.0,525986.5,49,46,883233.84,18025.18,MASCULINO,NNE
PMDB,18,17,317075.27,17615.29,135975.27,131100.0,50000.0,0.0,0.0,63,60,302999.43,4809.51,MASCULINO,NNE
PR,9,8,665143.04,73904.78,13933.08,0.0,0.0,1209.96,650000.0,80,69,618952.38,7736.9,MASCULINO,NNE
PSC,16,15,123617.31,7726.08,8167.81,18200.0,2590.0,44659.5,50000.0,54,44,118428.71,2193.12,MASCULINO,NNE
PRP,19,17,125010.0,6579.47,0.0,18500.0,99310.0,7200.0,0.0,70,48,119826.09,1711.8,MASCULINO,NNE
PT,190,174,566326.76,2980.67,1789.71,91540.02,302900.0,34367.03,135730.0,218,180,536734.45,2462.08,MASCULINO,NNE
PT,144,140,337579.99,2344.31,2530.0,144819.99,84000.0,37000.0,69230.0,120,107,404283.33,3369.03,MASCULINO,NNE
PDT,13,11,1165183.31,89629.49,6183.31,0.0,1139000.0,20000.0,0.0,99,70,924671.89,9340.12,MASCULINO,NNE
PT,30,28,375469.71,12515.66,1789.71,129450.0,60000.0,20000.0,164230.0,40,35,351794.56,8794.86,MASCULINO,NNE
PDT,20,19,888659.1,44432.96,506183.31,39000.0,40475.79,3000.0,300000.0,137,129,873215.74,6373.84,MASCULINO,NNE
PT,38,35,517419.71,13616.31,76289.71,41250.0,188150.0,0.0,211730.0,192,138,444887.28,2317.12,MASCULINO,NNE
PT,79,73,631106.16,7988.69,52124.71,57120.32,293500.0,7131.13,221230.0,70,67,566216.16,8088.8,MASCULINO,NNE
PP,51,49,1227229.03,24063.31,49000.0,130610.0,518108.47,25000.0,504510.56,232,162,1029627.01,4438.05,MASCULINO,NNE
PP,17,16,304704.96,17923.82,4879.31,12000.0,157825.65,58000.0,72000.0,83,80,285817.9,3443.59,MASCULINO,NNE
PT,114,106,786444.71,6898.64,115364.71,86350.0,230500.0,0.0,354230.0,209,202,810423.29,3877.62,MASCULINO,NNE
PDT,17,17,449243.31,26426.08,6183.31,179460.0,73600.0,190000.0,0.0,45,39,449111.71,9980.26,MASCULINO,NNE
PRB,25,24,155950.0,6238.0,93000.0,9700.0,500.0,52750.0,0.0,15,13,124230.0,8282.0,MASCULINO,NNE
PP,16,12,1420515.54,88782.22,9000.0,0.0,870000.0,2000.0,539515.54,179,153,1360426.25,7600.15,MASCULINO,NNE
PT,179,171,1056797.88,5903.9,50539.71,49338.5,407000.0,5689.67,544230.0,249,235,1023612.08,4110.89,MASCULINO,NNE
PDT,54,50,186383.31,3451.54,6183.31,100600.0,66500.0,13100.0,0.0,73,73,186538.06,2555.32,MASCULINO,NNE
PP,32,25,408523.79,12766.37,0.0,33500.0,205000.0,30023.79,140000.0,54,49,378844.29,7015.63,MASCULINO,NNE
PT,212,204,1196115.06,5642.05,294381.06,300414.0,518490.0,13600.0,69230.0,379,319,1185102.82,3126.92,MASCULINO,NNE
PT,149,145,531367.43,3566.22,51789.71,248847.72,55000.0,11500.0,164230.0,121,112,525558.03,4343.45,MASCULINO,NNE
PT,79,79,316359.71,4004.55,59849.71,34580.0,102700.0,50000.0,69230.0,160,144,316525.66,1978.29,MASCULINO,NNE
PC do B,153,153,887738.48,5802.21,230544.15,97353.0,310020.33,10000.0,239821.0,220,200,1051531.41,4779.69,MASCULINO,NNE
PC do B,157,148,858702.76,5469.44,378744.15,39959.0,137200.0,157221.61,145578.0,340,303,814770.88,2396.38,FEMININO,NNE
PC do B,186,180,527636.72,2836.76,12819.72,184850.0,160000.0,20000.0,149967.0,130,115,552331.5,4248.7,MASCULINO,NNE
PR,10,9,276775.0,27677.5,0.0,50000.0,208775.0,18000.0,0.0,61,57,276649.2,4535.23,FEMININO,NNE
PR,19,17,189135.71,9954.51,3185.71,8600.0,37350.0,70000.0,70000.0,104,86,187135.71,1799.38,MASCULINO,NNE
PMDB,11,8,970000.0,88181.82,0.0,0.0,970000.0,0.0,0.0,33,32,961957.27,29150.22,MASCULINO,NNE
PSB,21,20,1307281.25,62251.49,110781.25,36500.0,1160000.0,0.0,0.0,205,180,1208147.96,5893.4,MASCULINO,NNE
PT,79,79,269525.0,3411.71,13780.0,132445.0,93000.0,30300.0,0.0,172,167,302451.36,1758.44,MASCULINO,NNE
PT,42,36,384177.22,9147.08,133264.7,106660.0,117852.52,26400.0,0.0,82,74,367026.08,4475.93,MASCULINO,NNE
PMDB,18,11,562780.0,31265.56,0.0,55000.0,107780.0,0.0,400000.0,43,42,546064.51,12699.17,MASCULINO,NNE
PSB,57,50,1194751.25,20960.55,130781.25,262970.0,795000.0,6000.0,0.0,218,197,1093373.26,5015.47,MASCULINO,NNE
PSB,8,8,48221.25,6027.66,39121.25,3100.0,0.0,6000.0,0.0,18,17,47921.25,2662.29,MASCULINO,NNE
PSB,16,15,514851.25,32178.2,100781.25,6100.0,60000.0,229970.0,118000.0,194,151,454591.22,2343.25,MASCULINO,NNE
PMDB,16,15,1080918.0,67557.38,0.0,19400.0,547018.0,0.0,514500.0,1198,888,938938.66,783.76,MASCULINO,NNE
PC do B,218,197,429820.54,1971.65,80500.0,174460.0,128300.0,46560.54,0.0,187,154,406640.82,2174.55,MASCULINO,NNE
PMDB,16,15,830500.0,51906.25,0.0,50500.0,600000.0,180000.0,0.0,74,54,640343.35,8653.29,MASCULINO,NNE
PC do B,166,164,395180.32,2380.6,57000.0,139350.0,25800.0,173030.32,0.0,160,153,423117.13,2644.48,MASCULINO,NNE
PT,38,37,342914.7,9024.07,35664.7,149250.0,43000.0,20000.0,95000.0,202,146,295393.57,1462.34,MASCULINO,NNE
PT,45,41,1334800.0,29662.22,0.0,93300.0,1120000.0,55000.0,66500.0,288,251,1271548.64,4415.1,MASCULINO,NNE
PMDB,32,31,317020.0,9906.88,0.0,127020.0,172000.0,18000.0,0.0,840,453,268766.83,319.96,MASCULINO,NNE
PTB,8,8,611710.71,76463.84,910.71,4000.0,550000.0,11800.0,45000.0,156,153,607434.77,3893.81,MASCULINO,NNE
PP,34,29,454955.71,13381.05,21155.71,81200.0,91400.0,141200.0,120000.0,462,426,404866.66,876.33,MASCULINO,NNE
PSDB,20,14,657500.0,32875.0,0.0,19500.0,30000.0,608000.0,0.0,679,326,600921.77,885.01,MASCULINO,NNE
PSDB,24,20,616670.0,25694.58,1120.0,101850.0,400000.0,13700.0,100000.0,98,91,606818.76,6192.03,MASCULINO,NNE
PDT,12,10,407957.5,33996.46,0.0,0.0,137957.5,25000.0,245000.0,67,64,371757.5,5548.62,MASCULINO,NNE
PMDB,49,43,2439680.05,49789.39,586584.69,93010.0,259090.0,1500995.36,0.0,737,649,2204591.96,2991.31,MASCULINO,SSE
PR,35,33,761944.72,21769.85,170000.0,40570.0,92414.72,455000.0,3960.0,546,422,626868.91,1148.11,MASCULINO,SSE
PMN,24,23,687903.54,28662.65,6575.66,123800.0,542345.83,15182.05,0.0,897,635,511208.34,569.91,FEMININO,SSE
PR,5,5,1300000.0,260000.0,0.0,0.0,900000.0,0.0,400000.0,543,343,1108757.87,2041.91,MASCULINO,SSE
PT,307,269,680982.67,2218.18,1960.0,343942.67,22500.0,75080.0,237500.0,112,98,663649.21,5925.44,FEMININO,SSE
PT,99,85,1311269.93,13245.15,40000.0,72200.0,396569.93,90000.0,712500.0,224,152,1102970.93,4923.98,MASCULINO,SSE
PDT,5,5,143800.0,28760.0,0.0,43800.0,0.0,0.0,100000.0,30,29,113960.39,3798.68,MASCULINO,SSE
PT,148,140,761130.0,5142.77,302280.0,274350.0,135000.0,49500.0,0.0,357,323,803564.89,2250.88,MASCULINO,SSE
PDT,29,27,523825.38,18062.94,110043.38,25782.0,232000.0,16000.0,140000.0,214,213,521238.12,2435.69,MASCULINO,SSE
PDT,179,175,293795.05,1641.31,32775.05,120220.0,96500.0,44300.0,0.0,581,455,250185.05,430.61,MASCULINO,SSE
PSC,28,26,224922.31,8032.94,2415.05,17507.26,45000.0,5000.0,155000.0,303,266,212099.76,700.0,FEMININO,SSE
PDT,73,70,1999788.63,27394.36,214363.63,51895.0,1631030.0,2500.0,100000.0,604,596,1922492.82,3182.94,FEMININO,SSE
PSB,67,66,927839.19,13848.35,3167.19,72722.0,440600.0,0.0,411350.0,382,380,915890.22,2397.62,MASCULINO,SSE
PT,140,136,1800354.52,12859.68,4674.72,217500.0,650700.0,222000.0,705479.8,915,868,1750518.54,1913.14,FEMININO,SSE
PSB,84,79,771716.72,9187.1,2325.05,23766.67,343775.0,10000.0,391850.0,136,119,666506.7,4900.78,MASCULINO,SSE
PMDB,56,53,935957.72,16713.53,102325.05,64000.0,59952.67,59680.0,650000.0,851,827,908677.94,1067.78,FEMININO,SSE
PMDB,41,41,1236550.64,30159.77,388275.05,63167.09,635108.5,0.0,150000.0,453,318,1096223.24,2419.92,MASCULINO,SSE
PSDB,69,67,849195.65,12307.18,259100.0,91500.0,492470.0,6125.65,0.0,320,196,579077.65,1809.62,MASCULINO,SSE
PMN,153,148,3972989.87,25967.25,738970.0,159000.0,1949719.87,1125300.0,0.0,1707,1324,3361563.79,1969.28,MASCULINO,SSE
PSDB,78,71,3850367.0,49363.68,20495.0,708310.0,1518967.0,168500.0,1434095.0,2779,2158,2175429.41,782.81,MASCULINO,SSE
DEM,110,105,2851878.46,25926.17,113496.0,967095.54,987300.42,783986.5,0.0,1466,1455,2833056.08,1932.51,MASCULINO,SSE
PSDB,88,85,546880.59,6214.55,0.0,160764.68,237901.16,56458.75,91756.0,478,343,438496.53,917.36,MASCULINO,SSE
PTB,53,52,2319751.01,43768.89,595495.06,64555.95,1513700.0,146000.0,0.0,2901,2634,2039428.3,703.01,MASCULINO,SSE
PSDB,109,104,2569012.12,23568.92,356905.45,141825.0,1575139.06,120530.61,374612.0,1646,1617,2495753.78,1516.25,MASCULINO,SSE
DEM,262,255,2771075.5,10576.62,345480.5,447534.86,1375328.0,2732.14,600000.0,2119,2027,2683066.09,1266.19,MASCULINO,SSE
DEM,41,35,1687900.0,41168.29,82900.0,86800.0,1283200.0,10000.0,225000.0,897,805,1188524.79,1325.0,MASCULINO,SSE
PDT,81,77,3039397.04,37523.42,68503.5,267149.44,2292744.1,411000.0,0.0,7835,5675,2612074.56,333.39,FEMININO,SSE
PP,47,43,1568397.0,33370.15,7697.0,486400.0,965300.0,19000.0,90000.0,1783,1707,1495584.23,838.8,MASCULINO,SSE
PP,194,150,2398288.5,12362.31,0.0,195223.44,1676633.63,86860.94,439570.49,2919,2437,2044688.89,700.48,MASCULINO,SSE
PR,248,217,4866458.06,19622.81,15279.25,90760.0,2384518.81,15900.0,2360000.0,7773,5387,3244004.36,417.34,MASCULINO,SSE
PMDB,45,44,2356840.9,52374.24,322112.9,76820.0,664100.0,453808.0,840000.0,3742,3661,2242361.31,599.24,FEMININO,SSE
PMDB,154,145,1974124.48,12818.99,120437.47,201767.41,1112599.6,134320.0,405000.0,4603,4008,1738612.38,377.71,MASCULINO,SSE
PMDB,55,52,1258679.26,22885.08,130852.9,199050.0,387859.87,390916.49,150000.0,1049,971,1150329.79,1096.6,MASCULINO,SSE
PT,133,115,1058490.75,7958.58,2095.15,326957.5,434790.0,199648.1,95000.0,546,487,952732.37,1744.93,MASCULINO,SSE
PMDB,125,118,2131713.17,17053.71,62502.95,471746.7,1117459.92,480003.6,0.0,4170,3534,1834207.36,439.86,MASCULINO,SSE
PSDB,18,18,181310.8,10072.82,2698.8,33000.0,45612.0,100000.0,0.0,40,40,181310.8,4532.77,MASCULINO,NNE
PTC,29,28,101575.0,3502.59,0.0,88475.0,0.0,13100.0,0.0,46,41,90478.3,1966.92,MASCULINO,NNE
PSDB,38,38,416051.7,10948.73,0.0,337768.95,78282.75,0.0,0.0,51,47,412451.7,8087.29,MASCULINO,NNE
PSDB,64,60,424734.26,6636.47,2250.0,156850.0,11898.8,233735.46,20000.0,161,158,407734.26,2532.51,MASCULINO,NNE
PRB,41,39,336070.0,8196.83,220.0,96850.0,0.0,139000.0,100000.0,67,61,321063.8,4792.0,MASCULINO,NNE
PT,60,57,129135.69,2152.26,8474.58,98860.0,1501.11,20300.0,0.0,95,84,117879.44,1240.84,MASCULINO,NNE
PMDB,16,12,953000.0,59562.5,0.0,33000.0,295000.0,75000.0,550000.0,110,97,779100.0,7082.73,MASCULINO,NNE
PMDB,21,18,144841.0,6897.19,641.0,96200.0,20000.0,28000.0,0.0,70,68,139271.35,1989.59,MASCULINO,NNE
PV,46,46,1144741.0,24885.67,641.0,78100.0,176000.0,35000.0,855000.0,107,100,1054741.0,9857.39,MASCULINO,NNE
PR,37,32,333657.5,9017.77,641.0,22900.0,0.0,310116.5,0.0,109,89,314050.13,2881.19,MASCULINO,NNE
PMDB,10,10,1172000.0,117200.0,200000.0,20000.0,402000.0,0.0,550000.0,161,111,1145724.99,7116.3,MASCULINO,NNE
DEM,11,11,397991.0,36181.0,0.0,6350.0,61000.0,130000.0,200641.0,30,28,351062.05,11702.07,FEMININO,NNE
PTB,28,27,547866.0,19566.64,80641.0,79725.0,387500.0,0.0,0.0,63,46,535772.5,8504.33,MASCULINO,NNE
PMDB,7,6,340641.0,48663.0,641.0,10000.0,0.0,80000.0,250000.0,281,248,300596.2,1069.74,MASCULINO,NNE
PMDB,25,24,473210.88,18928.44,6381.0,80200.0,128950.0,55879.88,201800.0,57,48,337656.75,5923.8,MASCULINO,NNE
PP,26,22,821762.0,31606.23,0.0,74165.0,100000.0,557597.0,90000.0,45,39,538762.0,11972.49,MASCULINO,NNE
PT do B,22,21,152220.26,6919.1,641.0,43110.0,37699.26,20770.0,50000.0,172,169,142083.38,826.07,MASCULINO,NNE
PSB,33,30,329536.5,9985.95,118486.5,60930.0,51500.0,31220.0,67400.0,169,147,301836.13,1786.01,MASCULINO,NNE
DEM,54,53,616971.67,11425.4,75083.67,91230.0,345958.0,104700.0,0.0,936,709,532601.67,569.02,MASCULINO,SSE
PSDB,134,115,1368090.68,10209.63,89350.68,439150.0,835590.0,4000.0,0.0,1589,1174,1124240.19,707.51,MASCULINO,SSE
PSB,60,59,816130.09,13602.17,309819.0,83644.17,154886.92,217780.0,50000.0,489,454,758940.95,1552.03,MASCULINO,SSE
PMDB,45,42,2484575.0,55212.78,100790.0,209000.0,1389785.0,355000.0,430000.0,3584,2612,2256756.73,629.68,MASCULINO,SSE
PR,103,94,2934764.68,28492.86,6500.0,288129.0,562135.68,678000.0,1400000.0,3739,3432,2649416.32,708.59,MASCULINO,SSE
PR,67,58,2916277.55,43526.53,18866.0,218500.0,2149760.0,274151.55,255000.0,3930,3201,2435432.32,619.7,MASCULINO,SSE
PP,42,39,2041450.2,48605.96,9360.0,165703.83,540000.0,87625.0,1238761.37,2051,2020,2016879.96,983.36,MASCULINO,SSE
PP,47,46,954316.85,20304.61,106247.74,89120.0,126000.0,43500.0,589449.11,926,918,950749.33,1026.73,MASCULINO,SSE
PR,60,50,3029400.0,50490.0,1029100.0,120900.0,1773400.0,6000.0,100000.0,2653,1692,2364106.42,891.11,MASCULINO,SSE
PMDB,42,36,582166.62,13861.11,66000.0,43360.0,321456.06,151350.56,0.0,111,79,370261.13,3335.69,MASCULINO,SSE
PMDB,29,24,712125.0,24556.03,302125.0,10000.0,195000.0,5000.0,200000.0,296,220,583008.6,1969.62,MASCULINO,SSE
DEM,52,42,1164857.5,22401.11,118160.0,44760.0,993937.5,8000.0,0.0,1121,828,916425.3,817.51,MASCULINO,SSE
PSDB,123,116,3072342.95,24978.4,713221.25,622500.0,1315270.0,66351.7,355000.0,490,366,1573329.95,3210.88,MASCULINO,SSE
PT,137,137,988756.42,7217.2,170639.42,331050.0,211330.0,121237.0,154500.0,1053,874,820414.52,779.12,MASCULINO,SSE
PT,135,134,2708612.15,20063.79,413169.06,1227407.72,917650.0,385.37,150000.0,1857,1499,2319445.82,1249.03,MASCULINO,SSE
PMDB,34,29,896276.09,26361.06,287575.0,2350.0,0.0,456351.09,150000.0,1233,1090,839469.22,680.83,MASCULINO,SSE
PSL,199,197,108436.34,544.91,2785.84,70960.0,1530.0,33160.5,0.0,201,199,108036.34,537.49,MASCULINO,SSE
PMN,254,222,387841.22,1526.93,30507.02,55654.2,57199.0,140000.0,104481.0,540,434,348138.73,644.7,MASCULINO,SSE
PV,80,72,750736.32,9384.2,10441.0,27498.0,457060.0,255737.32,0.0,306,209,670446.48,2191.0,MASCULINO,SSE
PV,39,36,1485978.5,38102.01,129598.5,1580.0,1249800.0,5000.0,100000.0,2366,2215,1383668.0,584.81,MASCULINO,SSE
PHS,111,107,409530.0,3689.46,590.0,274940.0,106300.0,27700.0,0.0,326,311,393357.5,1206.62,MASCULINO,SSE
PSC,148,127,544190.0,3676.96,1190.0,22500.0,310000.0,110500.0,100000.0,286,205,516046.99,1804.36,MASCULINO,SSE
PR,67,62,1588262.2,23705.41,7916.06,45570.0,906976.14,219800.0,408000.0,707,614,1520400.13,2150.5,MASCULINO,SSE
PPS,6997,5800,2905877.68,415.3,444065.43,158900.0,1099321.65,17500.0,1186090.6,9932,8359,2663931.03,268.22,MASCULINO,SSE
PP,470,408,2147513.66,4569.18,46395.57,129605.0,526535.0,1388044.52,56933.57,3090,2530,1964354.16,635.71,MASCULINO,SSE
PR,94,89,1075044.57,11436.64,95829.57,30320.0,442695.0,298200.0,208000.0,1154,1125,1047750.62,907.93,MASCULINO,SSE
PR,309,297,3746851.18,12125.73,992.05,211213.64,3178225.65,45850.0,310569.84,3463,3419,3593286.35,1037.62,MASCULINO,SSE
PSDB,254,232,774576.7,3049.51,642.0,66650.0,652945.4,45000.0,9339.3,786,651,634116.11,806.76,MASCULINO,SSE
DEM,64,62,2026224.78,31659.76,50000.0,40213.62,1021500.0,486000.0,428511.16,1168,1096,1763091.77,1509.5,MASCULINO,SSE
PR,286,282,1379841.73,4824.62,38602.74,631408.99,550720.0,156610.0,2500.0,1324,1153,1204309.62,909.6,MASCULINO,SSE
PP,707,654,1380529.72,1952.66,351108.61,395565.14,620335.35,10770.0,2750.62,1941,1755,1290579.52,664.9,MASCULINO,SSE
